INCIDENT NO,RPT DATE,RPT TIME,INCIDENT TYPE DESCRIPTION
203359513,11/30/2020,1556,484 PC CREDIT/DEBIT CARD USE
203359514,11/30/2020,1645,1065J MISSING JUVENILE
203359515,11/30/2020,1656,1065J MISSING JUVENILE
203359516,11/30/2020,1704,1065J MISSING JUVENILE
203359517,11/30/2020,1710,1065J MISSING JUVENILE
203359518,11/30/2020,2127,1065J MISSING JUVENILE
203359519,11/30/2020,2135,1065J MISSING JUVENILE
203359520,11/30/2020,2144,1065J MISSING JUVENILE
203359701,11/30/2020,0820,20002VC HIT AND RUN-PROP DMG
203359702,11/30/2020,0930,20002VC HIT AND RUN-PROP DMG
203359711,11/30/2020,1324,368DE PC ELD/DEPNDT FIN ABUSE
203359712,11/30/2020,1419,368DE PC ELD/DEPNDT FIN ABUSE
203359713,11/30/2020,1433,368DE PC ELD/DEPNDT FIN ABUSE
203359714,11/30/2020,1452,368DE PC ELD/DEPNDT FIN ABUSE
203359715,11/30/2020,1511,368DE PC ELD/DEPNDT FIN ABUSE
203359716,11/30/2020,1044,273.6APC DV RESTRAIN ORD VIOL
203359717,11/30/2020,1343,459PC BURG VEH PARTS/ACC>$950
203359718,11/30/2020,1100,1182 VEH ACCIDENT-PROPERTY DMG
203359719,11/30/2020,1548,288(A) PC L&L W/ UNDER 14YRS
203359850,11/30/2020,1239,289PC FOREIGN OBJ PENETRATION
203309726,12/1/2020,1317,288(A) PC L&L W/ UNDER 14YRS
203309727,12/1/2020,1418,270PC NEGLECT/FAIL TO PROVIDE
203309728,12/1/2020,1448,273AB PC CHLD ABUSE NOT AGG
203309729,12/1/2020,1643,288(A) PC L&L W/ UNDER 14YRS
203309730,12/1/2020,1732,273AB PC CHLD ABUSE NOT AGG
203309731,12/1/2020,1815,270PC NEGLECT/FAIL TO PROVIDE
203309732,12/1/2020,1901,273AB PC CHLD ABUSE NOT AGG
203309733,12/1/2020,1936,270PC NEGLECT/FAIL TO PROVIDE
203309734,12/1/2020,2014,273AB PC CHLD ABUSE NOT AGG
203309735,12/1/2020,2112,273AB PC CHLD ABUSE NOT AGG
203350583,12/1/2020,0114,422 PC CRIMINAL THREATS
203350817,12/1/2020,0004,5150 WI 72 HR MENTAL HOLD
203350959,12/1/2020,0019,459 PC BURG RESD-FORCE
203360015,12/1/2020,0014,5150 WI 72 HR MENTAL HOLD
203360018,12/1/2020,0010,WARRANT & FUGITIVE
203360045,12/1/2020,0113,148.9 PC FLS INFO TO OFC
203360048,12/1/2020,0115,273.6APC DV RESTRAIN ORD VIOL
203360055,12/1/2020,0155,11364 HS DRUG PARAPHERNALIA
203360058,12/1/2020,0145,10851(A) VC VEHICLE THEFT
203360062,12/1/2020,0157,452(D) PC ARSON RECKLESS
203360065,12/1/2020,0200,242 PC BATTERY
203360068,12/1/2020,0209,459 PC BURG SCHOOL-FORCE
203360072,12/1/2020,0219,12280(B) PC POSN ANY ASLT WEAP
203360074,12/1/2020,0228,459 PC BURG COMM-NO FORCE
203360076,12/1/2020,0238,245A1 PC ASSAULT W/O FIREARM
203360084,12/1/2020,0314,20002VC HIT AND RUN-PROP DMG
203360097,12/1/2020,0427,10851(A) VC VEHICLE THEFT
203360114,12/1/2020,1831,29800 PC ADDICT/FEL POSN WEAP
203360116,12/1/2020,0531,10851(A) VC VEHICLE THEFT
203360119,12/1/2020,0539,459 PC BURG COMM-FORCE
203360125,12/1/2020,0552,1180 VEH ACCIDENT-MAJOR INJURY
203360126,12/1/2020,0800,29800 PC ADDICT/FEL POSN WEAP
203360129,12/1/2020,0600,11377(A) HS POSN CNTRLD SUBS
203360130,12/1/2020,0610,211 PC ROBBERY STRONG-ARM
203360133,12/1/2020,2242,INFORMATION ONLY
203360139,12/1/2020,0640,10851(A) VC VEHICLE THEFT
203360142,12/1/2020,0648,10851(A) VC VEHICLE THEFT
203360155,12/1/2020,0732,459 PC BURG COMM-FORCE
203360157,12/1/2020,0819,10851(A) VC VEHICLE THEFT
203360161,12/1/2020,1411,459 PC BURG COMM-FORCE
203360163,12/1/2020,0757,459 PC BURG COMM-FORCE
203360164,12/1/2020,1023,1181 VEH ACCIDENT-MINOR INJURY
203360166,12/1/2020,0800,10851(A) VC VEHICLE THEFT
203360167,12/1/2020,1205,11377(A) HS POSN CNTRLD SUBS
203360168,12/1/2020,0807,STOLEN PLATE
203360174,12/1/2020,1432,DOMESTIC-417A1 PC BRNDSH WEAP
203360177,12/1/2020,1241,10851R OUTSIDE AGENCY RECOVERY
203360178,12/1/2020,1038,10851(A) VC VEHICLE THEFT
203360179,12/1/2020,1027,STOP INFO ONLY
203360182,12/1/2020,0830,20002VC HIT AND RUN-PROP DMG
203360185,12/1/2020,1618,459 PC BURG COMM-FORCE
203360188,12/1/2020,0851,10851(A) VC VEHICLE THEFT
203360228,12/1/2020,0934,1055 DEATH/DEAD BODY
203360237,12/1/2020,0900,INFORMATION ONLY
203360247,12/1/2020,0958,DOMESTIC-245A1 PC ADW NO F/ARM
203360248,12/1/2020,1000,459 PC BURG COMM-FORCE
203360249,12/1/2020,1250,INFORMATION ONLY
203360250,12/1/2020,1005,10851(A) VC VEHICLE THEFT
203360260,12/1/2020,1018,10851(A) VC VEHICLE THEFT
203360262,12/1/2020,1020,10851(A) VC VEHICLE THEFT
203360263,12/1/2020,1022,459 PC BURGLARY VEHICLE<$950
203360273,12/1/2020,1031,10851(A) VC VEHICLE THEFT
203360284,12/1/2020,1039,PROPERTY LOST
203360286,12/1/2020,1040,459 PC BURG COMM-FORCE
203360290,12/1/2020,1238,459 PC BURG COMM-FORCE
203360293,12/1/2020,1048,503 PC EMBEZZLE/EMPLOYEE THEFT
203360298,12/1/2020,1051,10851(A) VC VEHICLE THEFT
203360304,12/1/2020,1056,245A1 PC ASSAULT W/O FIREARM
203360306,12/1/2020,1057,484PC PETTY THEFT OTHER
203360311,12/1/2020,1250,459 PC BURG COMM-FORCE
203360331,12/1/2020,1120,242 PC BATTERY
203360334,12/1/2020,1125,STOP INFO ONLY
203360335,12/1/2020,1125,INFORMATION ONLY
203360340,12/1/2020,1408,594 PC VANDALISM-<$400
203360343,12/1/2020,1136,594 PC VANDALISM-$400 OR MORE
203360345,12/1/2020,1137,422 PC CRIMINAL THREATS
203360354,12/1/2020,1230,PROPERTY FOUND-GENERAL
203360360,12/1/2020,1154,STOP INFO ONLY
203360361,12/1/2020,1155,273.5(A) PC DV MINOR INJURY
203360374,12/1/2020,1211,273.5(A) PC DV MINOR INJURY
203360376,12/1/2020,1212,WARRANT & FUGITIVE
203360380,12/1/2020,1213,459 PC BURG COMM-NO FORCE
203360385,12/1/2020,1222,242 PC BATTERY
203360396,12/1/2020,1231,STOLEN PLATE
203360401,12/1/2020,1235,487PC GRAND THFT SHOPLIFT >951
203360403,12/1/2020,1235,459 PC BURG RESD-FORCE
203360406,12/1/2020,1238,594 PC VANDALISM-$400 OR MORE
203360411,12/1/2020,1245,STOP INFO ONLY
203360425,12/1/2020,1532,10851(A) VC VEHICLE THEFT
203360431,12/1/2020,1311,459 PC BURG RESD-FORCE
203360437,12/1/2020,1319,10851(A) VC VEHICLE THEFT
203360438,12/1/2020,1402,11364 HS DRUG PARAPHERNALIA
203360439,12/1/2020,1322,594 PC VANDALISM-$400 OR MORE
203360440,12/1/2020,1323,487 PC GRAND THEFT OTHER
203360445,12/1/2020,1330,5150 WI 72 HR MENTAL HOLD
203360448,12/1/2020,1641,23152A VC DUI ALCOHOL/DRUGS
203360451,12/1/2020,1342,417(A)(1) PC BRANDISH WEAPON
203360469,12/1/2020,1403,10851(A) VC VEHICLE THEFT
203360484,12/1/2020,1410,STOLEN PLATE
203360485,12/1/2020,1705,OTHER MISDEMEANOR
203360486,12/1/2020,2218,10851(A) VC VEHICLE THEFT
203360490,12/1/2020,1421,10851R OUTSIDE AGENCY RECOVERY
203360493,12/1/2020,1422,1182 VEH ACCIDENT-PROPERTY DMG
203360498,12/1/2020,1425,594 PC VANDALISM-<$400
203360499,12/1/2020,1427,10851(A) VC VEHICLE THEFT
203360502,12/1/2020,1451,2800.2(A) VC EVADING RECKLESS
203360503,12/1/2020,1433,10851(A) VC VEHICLE THEFT
203360505,12/1/2020,1525,20002VC HIT AND RUN-PROP DMG
203360509,12/1/2020,1442,207PC KIDNAPPING/INCLUDES ATT
203360515,12/1/2020,1450,10851(A) VC VEHICLE THEFT
203360518,12/1/2020,1901,459 PC BURG COMM-NO FORCE
203360519,12/1/2020,1631,INFORMATION ONLY
203360526,12/1/2020,1511,10851R OUTSIDE AGENCY RECOVERY
203360538,12/1/2020,1520,VIN CHECK
203360544,12/1/2020,1525,286 SODOMY
203360545,12/1/2020,1525,273AB PC CHLD ABUSE NOT AGG
203360553,12/1/2020,1535,1065A MISSING ADULT
203360568,12/1/2020,1551,211 PC ROBBERY ARMED
203360569,12/1/2020,1555,STOLEN PLATE
203360573,12/1/2020,1555,242 PC BATTERY
203360585,12/1/2020,1607,459 PC BURG RESD-NO FORCE
203360591,12/1/2020,1611,602 PC TRESPASSING
203360594,12/1/2020,1600,602 PC TRESPASSING
203360610,12/1/2020,1635,10851(A) VC VEHICLE THEFT
203360616,12/1/2020,1917,459 PC BURG RESD-FORCE
203360619,12/1/2020,1643,211 PC ROBBERY STRONG-ARM
203360637,12/1/2020,1711,12020(A)PC POSN DANGEROUS WEAP
203360643,12/1/2020,1717,459 PC BURG RESD-NO FORCE
203360649,12/1/2020,1723,OTHER MISDEMEANOR
203360654,12/1/2020,1725,STOP INFO ONLY
203360655,12/1/2020,1725,594 PC VANDALISM-$400 OR MORE
203360682,12/1/2020,1748,20001 VC HIT AND RUN-DEATH/INJ
203360683,12/1/2020,1749,459 PC BURG RESD-NO FORCE
203360688,12/1/2020,1757,1182 VEH ACCIDENT-PROPERTY DMG
203360699,12/1/2020,2317,10851(A) VC VEHICLE THEFT
203360719,12/1/2020,1832,20002VC HIT AND RUN-PROP DMG
203360724,12/1/2020,1837,5150 WI 72 HR MENTAL HOLD
203360727,12/1/2020,1839,273.6APC DV RESTRAIN ORD VIOL
203360733,12/1/2020,1846,242 PC BATTERY
203360735,12/1/2020,1850,1182 VEH ACCIDENT-PROPERTY DMG
203360741,12/1/2020,1856,459 PC BURG RESD-NO FORCE
203360745,12/1/2020,1911,647(F) PC DRUNK IN PUBLIC
203360756,12/1/2020,1930,242 PC BATTERY
203360758,12/1/2020,1933,10851(A) VC VEHICLE THEFT
203360761,12/1/2020,2149,273.5(A) PC DV MINOR INJURY
203360768,12/1/2020,2248,647(F) PC DRUNK IN PUBLIC
203360778,12/1/2020,2020,SUSPICIOUS CIRCUMSTANCES
203360779,12/1/2020,2024,243.4 PC BATTERY SEXUAL
203360783,12/1/2020,2027,459 PC BURG RESD-NO FORCE
203360785,12/1/2020,2029,211 PC ROBBERY ARMED
203360786,12/1/2020,2029,459 PC BURG RESD-FORCE
203360788,12/1/2020,2056,10851(A) VC VEHICLE THEFT
203360792,12/1/2020,2041,11364 HS DRUG PARAPHERNALIA
203360818,12/1/2020,2114,DOMESTIC-245A1 PC ADW NO F/ARM
203360823,12/1/2020,2122,20002VC HIT AND RUN-PROP DMG
203360841,12/1/2020,1536,243.4 PC BATTERY SEXUAL
203360846,12/1/2020,2149,459 PC BURGLARY VEHICLE<$950
203360848,12/1/2020,2152,459 PC BURG COMM-NO FORCE
203360850,12/1/2020,2154,23152A VC DUI ALCOHOL/DRUGS
203360867,12/1/2020,2235,5150 WI 72 HR MENTAL HOLD
203360869,12/1/2020,2240,270PC NEGLECT/FAIL TO PROVIDE
203360870,12/1/2020,2235,496(A) PC RECEIVE STOLEN PROP
203360875,12/1/2020,2251,11377(A) HS POSN CNTRLD SUBS
203360880,12/1/2020,2307,12020(A)PC POSN DANGEROUS WEAP
203360882,12/1/2020,2305,166 PC VIOLATE COURT ORDER
203360894,12/1/2020,2314,243(E)(1) PC BATTERY DOMESTIC
203360906,12/1/2020,2339,1181 VEH ACCIDENT-MINOR INJURY
203360913,12/1/2020,2358,242 PC BATTERY
203360916,12/1/2020,2350,273.5(A) PC DV SBI OR WEAPON
203363200,12/1/2020,1312,10852 VC VEHICLE TAMPERING
203363201,12/1/2020,1311,459PC BURG VEH PARTS/ACC>$950
203363202,12/1/2020,1214,459 PC BURGLARY VEHICLE<$950
203363203,12/1/2020,1200,10852 VC VEHICLE TAMPERING
203363204,12/1/2020,1156,484PC PETTY THEFT OTHER
203363205,12/1/2020,1100,487 PC GRAND THEFT OTHER
203363206,12/1/2020,1037,530.5 PC IDENTITY THEFT
203363207,12/1/2020,1607,10852 VC VEHICLE TAMPERING
203363208,12/1/2020,1607,459 PC BURGLARY VEHICLE<$950
203363209,12/1/2020,0855,484PC PETTY THEFT BIKE
203363210,12/1/2020,0955,10852 VC VEHICLE TAMPERING
203363211,12/1/2020,1332,530.5 PC IDENTITY THEFT
203363212,12/1/2020,1343,459 PC BURGLARY VEHICLE<$950
203363213,12/1/2020,1403,459 PC BURGLARY VEHICLE<$950
203363214,12/1/2020,1410,PROPERTY LOST
203363215,12/1/2020,1424,487 PC GRAND THEFT FROM BLDG
203363216,12/1/2020,1447,10852 VC VEHICLE TAMPERING
203363217,12/1/2020,1514,459PC BURG VEH-PARTS/ACC<$950
203363218,12/1/2020,1919,10852 VC VEHICLE TAMPERING
203363219,12/1/2020,1920,459 PC BURGLARY VEHICLE>$950
203363220,12/1/2020,1952,10852 VC VEHICLE TAMPERING
203363221,12/1/2020,2018,484PC PETTY THEFT OTHER
203363222,12/1/2020,0359,484PC PETTY THEFT FROM BLDG
203363223,12/1/2020,2245,484PC PETTY THEFT OTHER
203363224,12/1/2020,2020,459 PC BURGLARY VEHICLE>$950
203363225,12/1/2020,2024,10852 VC VEHICLE TAMPERING
203363226,12/1/2020,1601,459 PC BURGLARY VEHICLE<$950
203363227,12/1/2020,2043,484PC PETTY THEFT OTHER
203363228,12/1/2020,2234,459 PC BURGLARY VEHICLE>$950
203363229,12/1/2020,2201,459 PC BURGLARY VEHICLE>$950
203363230,12/1/2020,2101,459 PC BURGLARY VEHICLE>$950
203363231,12/1/2020,2232,459 PC BURGLARY VEHICLE>$950
203363232,12/1/2020,0938,PROPERTY LOST
203363233,12/1/2020,1859,487 PC GRAND THEFT BIKE
203363234,12/1/2020,1159,459 PC BURGLARY VEHICLE<$950
203363235,12/1/2020,2142,459 PC BURGLARY VEHICLE<$950
203363236,12/1/2020,1650,459 PC BURGLARY VEHICLE<$950
203363237,12/1/2020,0939,459 PC BURGLARY VEHICLE<$950
203363238,12/1/2020,1748,459 PC BURGLARY VEHICLE>$950
203363239,12/1/2020,1628,459 PC BURGLARY VEHICLE>$950
203363240,12/1/2020,1246,484 PC CREDIT/DEBIT CARD USE
203363241,12/1/2020,1408,459PC BURG VEH PARTS/ACC>$950
203363242,12/1/2020,1350,459PC BURG VEH PARTS/ACC>$950
203363243,12/1/2020,1917,484PC PETTY THEFT BIKE
203363244,12/1/2020,1400,PROPERTY LOST
203363245,12/1/2020,2210,459 PC BURGLARY VEHICLE<$950
203363246,12/1/2020,1022,484PC PETTY THEFT BIKE
203364000,12/1/2020,0923,20002VC HIT AND RUN-PROP DMG
203364001,12/1/2020,1243,20002VC HIT AND RUN-PROP DMG
203364002,12/1/2020,1316,20002VC HIT AND RUN-PROP DMG
203364003,12/1/2020,1549,1182 VEH ACCIDENT-PROPERTY DMG
203364004,12/1/2020,1619,20002VC HIT AND RUN-PROP DMG
203364005,12/1/2020,1633,20002VC HIT AND RUN-PROP DMG
203364006,12/1/2020,1955,20002VC HIT AND RUN-PROP DMG
203369500,12/1/2020,1147,1065J MISSING JUVENILE
203369501,12/1/2020,1337,10852 VC VEHICLE TAMPERING
203369502,12/1/2020,1345,484 PC CREDIT/DEBIT CARD USE
203369503,12/1/2020,1405,459 PC BURGLARY VEHICLE<$950
203369504,12/1/2020,1406,502C1(A) PC INTERNET FRAUD
203369505,12/1/2020,1430,368DE PC ELD/DEPNDT FIN ABUSE
203369506,12/1/2020,1443,530.5 PC IDENTITY THEFT
203369507,12/1/2020,1508,422 PC CRIMINAL THREATS
203369508,12/1/2020,1518,422 PC CRIMINAL THREATS
203369509,12/1/2020,2056,1065J MISSING JUVENILE
203369510,12/1/2020,2125,1065J MISSING JUVENILE
203369511,12/1/2020,2212,1065A MISSING ADULT
203369701,12/1/2020,0907,PROPERTY FOUND-GENERAL
203369703,12/1/2020,0930,273.6APC DV RESTRAIN ORD VIOL
203369704,12/1/2020,1406,368DE PC ELD/DEPNDT FIN ABUSE
203369705,12/1/2020,1422,368DE PC ELD/DEPNDT FIN ABUSE
203369706,12/1/2020,1434,368DE PC ELD/DEPNDT FIN ABUSE
203369707,12/1/2020,1448,368DE PC ELD/DEPNDT FIN ABUSE
203369708,12/1/2020,1505,368DE PC ELD/DEPNDT FIN ABUSE
203369709,12/1/2020,1031,20002VC HIT AND RUN-PROP DMG
203369710,12/1/2020,1116,261 PC RAPE
203369711,12/1/2020,1419,10851(A) VC VEHICLE THEFT
203369712,12/1/2020,1446,STOLEN PLATE
203369713,12/1/2020,1520,10851(A) VC VEHICLE THEFT
203369714,12/1/2020,1510,530.5 PC IDENTITY THEFT
203369715,12/1/2020,1550,273.6APC DV RESTRAIN ORD VIOL
203369716,12/1/2020,1615,484 PC CREDIT/DEBIT CARD USE
203369850,12/1/2020,1411,487 PC GRAND THEFT OTHER
203429727,12/1/2020,1320,INFORMATION ONLY
92,12/1/2020,1320,INFORMATION ONLY
203280865,12/2/2020,1511,459 PC BURG RESD-FORCE
203309736,12/2/2020,1158,EVENT ONLY
203309737,12/2/2020,1310,270PC NEGLECT/FAIL TO PROVIDE
203309738,12/2/2020,1408,273AB PC CHLD ABUSE NOT AGG
203309739,12/2/2020,1613,273AB PC CHLD ABUSE NOT AGG
203309740,12/2/2020,1635,236.1 PC HUMAN TRAFFICKING
203309741,12/2/2020,1732,273AB PC CHLD ABUSE NOT AGG
203309742,12/2/2020,1819,273AB PC CHLD ABUSE NOT AGG
203309743,12/2/2020,1839,273AB PC CHLD ABUSE NOT AGG
203309744,12/2/2020,1909,273AB PC CHLD ABUSE NOT AGG
203309745,12/2/2020,1937,273AB PC CHLD ABUSE NOT AGG
203309746,12/2/2020,2027,273AB PC CHLD ABUSE NOT AGG
203360520,12/2/2020,0133,273.5(A) PC DV SBI OR WEAPON
203370002,12/2/2020,0001,459 PC BURG COMM-FORCE
203370016,12/2/2020,0016,664 187(A) PC ATTEMPTED MURDER
203370021,12/2/2020,0017,422 PC CRIMINAL THREATS
203370048,12/2/2020,0130,166 PC VIOLATE COURT ORDER
203370053,12/2/2020,0152,10851(A) VC VEHICLE THEFT
203370066,12/2/2020,0308,594 PC VANDALISM-$400 OR MORE
203370073,12/2/2020,0328,11364 HS DRUG PARAPHERNALIA
203370078,12/2/2020,0346,19200A-33600 POSN DNGROUS WEAP
203370096,12/2/2020,0546,VIN CHECK
203370099,12/2/2020,0523,10851(A) VC VEHICLE THEFT
203370112,12/2/2020,0626,1181 VEH ACCIDENT-MINOR INJURY
203370119,12/2/2020,0650,10851(A) VC VEHICLE THEFT
203370125,12/2/2020,0738,PROPERTY FOUND-GENERAL
203370126,12/2/2020,0714,20001 VC HIT AND RUN-DEATH/INJ
203370134,12/2/2020,0732,242 PC BATTERY
203370138,12/2/2020,1408,11377(A) HS POSN CNTRLD SUBS
203370141,12/2/2020,0745,20002VC HIT AND RUN-PROP DMG
203370143,12/2/2020,1013,20002VC HIT AND RUN-PROP DMG
203370144,12/2/2020,0756,459 PC BURG COMM-FORCE
203370145,12/2/2020,0800,10851(A) VC VEHICLE THEFT
203370146,12/2/2020,0803,484PC PETTY THEFT OTHER
203370149,12/2/2020,0811,10851(A) VC VEHICLE THEFT
203370155,12/2/2020,0818,DOMESTIC - 261 PC RAPE
203370158,12/2/2020,1146,273.6APC DV RESTRAIN ORD VIOL
203370159,12/2/2020,1946,211 PC ROBBERY ARMED
203370160,12/2/2020,0830,10851R OUTSIDE AGENCY RECOVERY
203370164,12/2/2020,0916,1182 VEH ACCIDENT-PROPERTY DMG
203370174,12/2/2020,0842,1182 VEH ACCIDENT-PROPERTY DMG
203370187,12/2/2020,0901,1181 VEH ACCIDENT-MINOR INJURY
203370188,12/2/2020,0951,10851(A) VC VEHICLE THEFT
203370197,12/2/2020,0938,10851(A) VC VEHICLE THEFT
203370201,12/2/2020,1026,10851R OUTSIDE AGENCY RECOVERY
203370205,12/2/2020,0925,273.5(A) PC DV MINOR INJURY
203370223,12/2/2020,0950,484PC PETTY THEFT OTHER
203370224,12/2/2020,0951,INFORMATION ONLY
203370230,12/2/2020,0955,602 PC TRESPASSING
203370231,12/2/2020,1000,10851(A) VC VEHICLE THEFT
203370234,12/2/2020,1545,10851(A) VC VEHICLE THEFT
203370237,12/2/2020,1243,459 PC BURG COMM-FORCE
203370238,12/2/2020,1155,459 PC BURGLARY VEHICLE>$950
203370239,12/2/2020,1012,273.5(A) PC DV MINOR INJURY
203370242,12/2/2020,1114,459 PC BURG COMM-FORCE
203370266,12/2/2020,1200,10851(A) VC VEHICLE THEFT
203370289,12/2/2020,1055,10852 VC VEHICLE TAMPERING
203370295,12/2/2020,1107,459 PC BURG COMM-FORCE
203370300,12/2/2020,1110,1181 VEH ACCIDENT-MINOR INJURY
203370313,12/2/2020,1126,11364 HS DRUG PARAPHERNALIA
203370320,12/2/2020,1150,11364 HS DRUG PARAPHERNALIA
203370322,12/2/2020,1130,240 PC ASSAULT
203370327,12/2/2020,1406,459 PC BURG COMM-FORCE
203370352,12/2/2020,1209,459 PC BURG COMM-FORCE
203370354,12/2/2020,1205,1181 VEH ACCIDENT-MINOR INJURY
203370356,12/2/2020,1419,20002VC HIT AND RUN-PROP DMG
203370368,12/2/2020,1237,5150 WI 72 HR MENTAL HOLD
203370385,12/2/2020,1246,166 PC VIOLATE COURT ORDER
203370392,12/2/2020,1253,STOLEN PLATE
203370396,12/2/2020,1326,INFORMATION ONLY
203370397,12/2/2020,1302,11378 HS POSN CNTRLD SUBS SALE
203370399,12/2/2020,1418,484PC PETTY THEFT OTHER
203370400,12/2/2020,1259,487PC GRAND THFT SHOPLIFT >951
203370402,12/2/2020,1430,10851(A) VC VEHICLE THEFT
203370405,12/2/2020,1309,487 PC GRAND THEFT OTHER
203370412,12/2/2020,1447,STOP INFO ONLY
203370418,12/2/2020,1324,422 PC CRIMINAL THREATS
203370422,12/2/2020,1329,10851R OUTSIDE AGENCY RECOVERY
203370435,12/2/2020,1614,243(E)(1) PC BATTERY DOMESTIC
203370436,12/2/2020,1315,246 PC SHOOT OCCU DWELL/VEH
203370438,12/2/2020,1354,451(B) PC ARSON INHABITED BLDG
203370442,12/2/2020,1030,273.5(A) PC DV MINOR INJURY
203370446,12/2/2020,1405,10851(A) VC VEHICLE THEFT
203370447,12/2/2020,1405,10851(A) VC VEHICLE THEFT
203370464,12/2/2020,1427,245A1 PC ASSAULT W/O FIREARM
203370482,12/2/2020,1446,240 PC ASSAULT
203370489,12/2/2020,1451,484PC PETTY THEFT SHOPLIFT<950
203370495,12/2/2020,1450,STOLEN PLATE
203370496,12/2/2020,1456,STOLEN PLATE
203370506,12/2/2020,1516,PROPERTY FOUND-GENERAL
203370523,12/2/2020,1537,STOLEN PLATE
203370526,12/2/2020,1543,1181 VEH ACCIDENT-MINOR INJURY
203370531,12/2/2020,1456,PROPERTY FOUND-GENERAL
203370539,12/2/2020,1557,243(E)(1) PC BATTERY DOMESTIC
203370540,12/2/2020,1557,10851(A) VC VEHICLE THEFT
203370543,12/2/2020,1600,594 PC VANDALISM-<$400
203370555,12/2/2020,1610,5150 WI 72 HR MENTAL HOLD
203370570,12/2/2020,1621,10851(A) VC VEHICLE THEFT
203370571,12/2/2020,1957,DOMESTIC-245A1 PC ADW NO F/ARM
203370580,12/2/2020,1654,273.6APC DV RESTRAIN ORD VIOL
203370582,12/2/2020,1637,STOLEN PLATE
203370583,12/2/2020,1639,242 PC BATTERY
203370586,12/2/2020,1734,10851(A) VC VEHICLE THEFT
203370587,12/2/2020,1640,23152A VC DUI ALCOHOL/DRUGS
203370604,12/2/2020,1657,286 SODOMY
203370607,12/2/2020,1701,1065A MISSING ADULT
203370616,12/2/2020,1706,11377(A) HS POSN CNTRLD SUBS
203370617,12/2/2020,1808,10851(A) VC VEHICLE THEFT
203370632,12/2/2020,1723,1181 VEH ACCIDENT-MINOR INJURY
203370646,12/2/2020,1640,20002VC HIT AND RUN-PROP DMG
203370652,12/2/2020,1817,INFORMATION ONLY
203370654,12/2/2020,1751,415 PC DISTURBING THE PEACE
203370670,12/2/2020,1806,220PC RAPE ASLT TO COMMIT/ATT
203370688,12/2/2020,1821,STOLEN PLATE
203370701,12/2/2020,1908,166 PC VIOLATE COURT ORDER
203370715,12/2/2020,1856,21510 PC POSN SWITCHBLADE KNIF
203370721,12/2/2020,1926,11377(A) HS POSN CNTRLD SUBS
203370728,12/2/2020,1910,242 PC BATTERY
203370729,12/2/2020,1908,487 PC GRAND THEFT OTHER
203370745,12/2/2020,2021,10851(A) VC VEHICLE THEFT
203370746,12/2/2020,1921,2800.2(A) VC EVADING RECKLESS
203370755,12/2/2020,2225,PROPERTY FOUND-GENERAL
203370759,12/2/2020,1939,594 PC VANDALISM-<$400
203370761,12/2/2020,1944,20002VC HIT AND RUN-PROP DMG
203370773,12/2/2020,1958,10851(A) VC VEHICLE THEFT
203370784,12/2/2020,2009,243(E)(1) PC BATTERY DOMESTIC
203370800,12/2/2020,2041,211 PC ROBBERY STRONG-ARM
203370816,12/2/2020,2100,459 PC BURG RESD-FORCE
203370817,12/2/2020,2148,23152A VC DUI ALCOHOL/DRUGS
203370821,12/2/2020,2133,5150 WI 72 HR MENTAL HOLD
203370823,12/2/2020,2131,5150 WI 72 HR MENTAL HOLD
203370840,12/2/2020,2205,10851(A) VC VEHICLE THEFT
203370844,12/2/2020,2213,273.6APC DV RESTRAIN ORD VIOL
203370879,12/2/2020,2321,470(A) PC FORGERY
203370885,12/2/2020,2326,DOMESTIC-245A1 PC ADW NO F/ARM
203370887,12/2/2020,2335,243(E)(1) PC BATTERY DOMESTIC
203373200,12/2/2020,1000,459PC BURG VEH PARTS/ACC>$950
203373201,12/2/2020,1004,484PC PETTY THEFT OTHER
203373202,12/2/2020,0059,459PC BURG VEH PARTS/ACC>$950
203373203,12/2/2020,2112,459PC BURG VEH-PARTS/ACC<$950
203373204,12/2/2020,1155,10852 VC VEHICLE TAMPERING
203373205,12/2/2020,1137,PROPERTY LOST
203373206,12/2/2020,1024,594 PC VANDALISM-<$400
203373207,12/2/2020,1013,484PC PETTY THEFT OTHER
203373208,12/2/2020,1301,PROPERTY LOST
203373209,12/2/2020,1029,459 PC BURGLARY VEHICLE<$950
203373210,12/2/2020,1033,PROPERTY LOST
203373211,12/2/2020,1316,530.5 PC IDENTITY THEFT
203373212,12/2/2020,1347,502C1(A) PC INTERNET FRAUD
203373213,12/2/2020,1308,10852 VC VEHICLE TAMPERING
203373214,12/2/2020,1623,530.5 PC IDENTITY THEFT
203373215,12/2/2020,2331,484PC PETTY THEFT OTHER
203373216,12/2/2020,1425,530.5 PC IDENTITY THEFT
203373217,12/2/2020,1518,10852 VC VEHICLE TAMPERING
203373218,12/2/2020,1623,PROPERTY LOST
203373219,12/2/2020,1658,484PC PETTY THEFT BIKE
203373220,12/2/2020,1541,484 PC CREDIT/DEBIT CARD USE
203373221,12/2/2020,1542,484PC PETTY THEFT FROM BLDG
203373222,12/2/2020,1457,484 PC CREDIT/DEBIT CARD USE
203373223,12/2/2020,1443,459PC BURG VEH PARTS/ACC>$950
203373224,12/2/2020,1425,484PC PETTY THEFT OTHER
203373225,12/2/2020,0629,459 PC BURGLARY VEHICLE<$950
